Layer,LayerShape,ag_total_packets,ag_dropped_packets,ag_received_packets,rs_total_packets,rs_dropped_packets,rs_received_packets
1203,"global_elems=1034516480, dtype=torch.float16",178365,1784,176581,1426920,14269,1412651
1204,"global_elems=1034516480, dtype=torch.float16",178365,1784,176581,1426920,14269,1412651
1205,"global_elems=1034516480, dtype=torch.float16",178365,1784,176581,1426920,14269,1412651
1264,"global_elems=1034516480, dtype=torch.float16",178365,1784,176581,1426920,14269,1412651
1265,"global_elems=1034516480, dtype=torch.float16",178365,1784,176581,1426920,14269,1412651
1266,"global_elems=1034516480, dtype=torch.float16",178365,1784,176581,1426920,14269,1412651
1267,"global_elems=1034516480, dtype=torch.float16",178365,1784,176581,1426920,14269,1412651
1268,"global_elems=1034516480, dtype=torch.float16",178365,1784,176581,1426920,14269,1412651
1269,"global_elems=1034516480, dtype=torch.float16",178365,1784,176581,1426920,14269,1412651
1270,"global_elems=1034516480, dtype=torch.float16",178365,1784,176581,1426920,14269,1412651
1271,"global_elems=1034516480, dtype=torch.float16",178365,1784,176581,1426920,14269,1412651
1272,"global_elems=1034516480, dtype=torch.float16",178365,1784,176581,1426920,14269,1412651
1273,"global_elems=1034516480, dtype=torch.float16",178365,1784,176581,1426920,14269,1412651
1274,"global_elems=1034516480, dtype=torch.float16",178365,1784,176581,1426920,14269,1412651
1275,"global_elems=1034516480, dtype=torch.float16",178365,1784,176581,1426920,14269,1412651
1276,"global_elems=1034516480, dtype=torch.float16",178365,1784,176581,1426920,14269,1412651
1277,"global_elems=1034516480, dtype=torch.float16",178365,1784,176581,1426920,14269,1412651
1278,"global_elems=1034516480, dtype=torch.float16",178365,1784,176581,1426920,14269,1412651
1279,"global_elems=1034516480, dtype=torch.float16",178365,1784,176581,1426920,14269,1412651
1280,"global_elems=1034516480, dtype=torch.float16",178365,1784,176581,1426920,14269,1412651
1281,"global_elems=1034516480, dtype=torch.float16",178365,1784,176581,1426920,14269,1412651
1282,"global_elems=1034516480, dtype=torch.float16",178365,1784,176581,1426920,14269,1412651
1283,"global_elems=1034516480, dtype=torch.float16",178365,1784,176581,1426920,14269,1412651
1342,"global_elems=1034516480, dtype=torch.float16",178365,1784,176581,1426920,14269,1412651
1343,"global_elems=1034516480, dtype=torch.float16",178365,1784,176581,1426920,14269,1412651
1344,"global_elems=1034516480, dtype=torch.float16",178365,1784,176581,1426920,14269,1412651
1345,"global_elems=1034516480, dtype=torch.float16",178365,1784,176581,1426920,14269,1412651
1346,"global_elems=1034516480, dtype=torch.float16",178365,1784,176581,1426920,14269,1412651
1347,"global_elems=1034516480, dtype=torch.float16",178365,1784,176581,1426920,14269,1412651
1348,"global_elems=1034516480, dtype=torch.float16",178365,1784,176581,1426920,14269,1412651
1349,"global_elems=1034516480, dtype=torch.float16",178365,1784,176581,1426920,14269,1412651
1350,"global_elems=1034516480, dtype=torch.float16",178365,1784,176581,1426920,14269,1412651
1351,"global_elems=1034516480, dtype=torch.float16",178365,1784,176581,1426920,14269,1412651
1352,"global_elems=1034516480, dtype=torch.float16",178365,1784,176581,1426920,14269,1412651
1353,"global_elems=1034516480, dtype=torch.float16",178365,1784,176581,1426920,14269,1412651
1354,"global_elems=1034516480, dtype=torch.float16",178365,1784,176581,1426920,14269,1412651
1355,"global_elems=1034516480, dtype=torch.float16",178365,1784,176581,1426920,14269,1412651
1356,"global_elems=1034516480, dtype=torch.float16",178365,1784,176581,1426920,14269,1412651
1357,"global_elems=1034516480, dtype=torch.float16",178365,1784,176581,1426920,14269,1412651
